"weekday","hour","useragent","region","city","adexchange","domain","slotid","slotwidth","slotheight","slotvisibility","slotformat","slotprice","creative","keypage","click"
"1","7","windows_chrome","80","85","1","trqRTuNoGTlyDok4JKTI","mm_10848886_2920209_10269663","950","90","1","1","0","fa8f0532dd5144b5fa748459e8d90b49","0f951a030abdaedd733ee8d114ce2944","0"
"1","22","windows_chrome","0","0","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"1","22","windows_ie","80","91","1","trqRTvpogNlyDok4JKTI","mm_10032051_2374052_9433729","300","250","1","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"5","1","windows_ie","146","154","2","2229d04ce88fc7ad42b6532f26270d10","1925909506","200","200","OtherView","Na","13","12616","null","0"
"2","18","windows_chrome","333","334","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"6","5","windows_ie","0","0","1","9042e46712695009b07ab83d8f03fd","mm_10238589_2282362_11481363","160","600","Na","Na","0","12613","null","0"
"4","0","windows_ie","333","334","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"4","15","windows_ie","275","275","3","79a8816bf916f6e761143c4f8a826fd","Finance_GGCX_F_GPJJ_ZQ1","180","600","Na","Na","20","12615","null","0"
"6","0","windows_chrome","216","234","1","ea12fe4912535f6787077d350a4ac9ee","mm_30334220_2697264_9698715","200","200","ThirdView","Na","0","7319","null","0"
"3","4","windows_ie","216","217","3","DD1SqS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"5","22","android_safari","106","123",,"342639a057c812b945d8be08e25dcc16","599765779","320","50","FirstView","Na","5","12782","null","0"
"0","16","windows_chrome","80","82","2","trqRTuNIBqs-g9Kbu-","4173861027","250","250","2","0","5","c936045d792f6ea3aa22d86d93f5cf23","d29e59bf0f7f8243858b8183f14d4412","0"
"2","0","windows_ie","216","234","3","9537bb478fc5a086fa29ff3016eb80a4","discuz_15955355_002","960","90","Na","Na","20","7335","null","0"
"1","20","windows_ie","183","184","1","tFKETuqyMo1mjMp45SqfNX","mm_11402872_1272384_3182279","300","250","1","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"1","22","windows_ie","27","31","1","b5107f85f1bf101f94acc4249c6fe557","mm_15474462_3446273_14282586","300","250","Na","Na","0","10722","null","0"
"6","16","windows_ie","298","300","2","trqRTuSJPvB7gspy","319888614","728","90","2","0","5","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"6","19","windows_ie","80","81","1","trqRTu9wQecs1m58uG","mm_10065060_874976_11001321","300","250","1","1","0","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"4","1","windows_chrome","216","219","3","740200eac37181bf76dc01564d6f37a2","stock_Width2","1000","90","Na","Na","40","7336","null","0"
"6","16","windows_ie","216","236","2","1625eb51b3565289eb653ac0cf6701de","3956403632","250","250","OtherView","Na","5","7321","null","0"
"1","12","windows_ie","146","160","2","trqRTu1yMI5o1m58uG","2141208056","250","250","2","0","5","798b2d49952d77f1eace9f23c210d0b5","0f951a030abdaedd733ee8d114ce2944","0"
"4","14","windows_chrome","276","279","2","5KKFB19cMQj7gsz","2073369172","728","90","1","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"4","14","windows_chrome","276","279","2","5KKFB19cMQj7gsz","2073369172","728","90","1","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"4","20","windows_ie","276","277","2","null","562573996","728","90","1","0","5","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"5","3","windows_ie","146","150","3","3SCYZrn0Qo18XMB4JKTI","discuz_18316225_005","728","90","0","0","20","b90c12ed2bd7950c6027bf9c6937c48a","43f4a37f42a7c5e6219e2601b26c6976","0"
"0","8","windows_chrome","216","223","1","408045890463bb216b49ca36ef97820","mm_11402872_1272384_11045319","250","250","ThirdView","Na","0","7321","null","0"
"4","8","windows_chrome","3","8","3","DD1SqS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"1","18","windows_ie","238","239","2","trqRTuMvjTN7X9KbuKz","2536830969","728","90","0","0","162","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"3","5","windows_ie","55","63","1","trqRTvp8gIc7gspy","mm_33208362_3404787_11119183","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"3","1","windows_ie","164","178","2","trqRTuxEXTK4Xmd4vspENpn_oTC","2734090765","200","200","2","0","5","a4f763f78ef3eedfe614263b94a8924e","0f951a030abdaedd733ee8d114ce2944","0"
"5","14","windows_chrome","94","101","2","fdae6842bdadadac7e1acebac6ca9fd9","1638090510","250","250","OtherView","Na","5","12620","null","0"
"5","11","windows_ie","124","127","2","trqRTudJBquRFmusJFpRqxMzmw","1856989374","250","250","2","0","5","8dff45ed862a740986dbe688aafee7e5","15b749127478946f161a54dc0dad27c8","0"
"5","13","windows_chrome","94","96","2","5KF7t198QqxSJhqWwFFKvp2_oT1A","2215793734","728","90","1","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"4","18","windows_ie","3","9","1","trqRTv1xjQLI1m58uG","mm_13604912_3392201_11480527","336","280","0","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","20","windows_chrome","15","16","3","f277989766a27b6322b51f99781b1287","discuz_19120195_002","300","250","Na","Na","20","10722","null","0"
"1","18","windows_ie","80","85","2","DFpETu54G59cjdm4JMpENpn","2762065792","300","250","2","0","5","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"4","17","windows_chrome","15","19","2","da19f9802cd78a3c0f472c464c05013f","3175797632","120","600","OtherView","Na","180","12611","null","0"
"5","13","windows_ie","94","95","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"0","17","android_safari","216","219",,"null","1","320","50","FirstView","Na","8","12987","null","0"
"6","10","windows_ie","3","8","3","ersbQv1RdoTy1m58uG","Sports_F_Rectangle","300","250","0","0","50","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"5","0","windows_ie","216","219","1","eKFjTu1Jgqc7gspy","mm_26632216_3300745_10762414","728","90","1","1","0","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"4","12","windows_ie","1","1","1","trqRTuNyMo1mjMMW5SqfNX","mm_15529407_2457818_11100613","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"2","14","windows_ie","298","299","3","3043163ba84753b4b51dd3290caeae67","News_Width4","1000","90","Na","Na","50","10734","null","0"
"3","11","windows_ie","3","4","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"1","23","windows_chrome","3","9","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","a10c31a8ff5f42930b4c34035e523886","d29e59bf0f7f8243858b8183f14d4412","0"
"0","10","windows_ie","201","203","2","trqRTuMvjTN7X9KbuKz","127598132","728","90","0","0","133","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"4","9","windows_ie","55","56","2","trqRTuTyjqN0wqKbuKz","1157303299","250","250","2","0","5","1a43f1ff53f48573803d4a3c31ebc163","b2e35064f3549d447edbbdfb1f707c8c","0"
"2","0","windows_firefox","393","393","1","trqRTvFRLec7gspy","mm_10006435_107390_11003020","950","90","1","1","0","cc9b344e950b4f8c2b96537174a343b7","d29e59bf0f7f8243858b8183f14d4412","0"
"4","17","windows_ie","216","217","3","trqRTusbQNNEXqK4wJB","discuz_1027125_002","960","90","0","0","40","e049ebe262e20bed5f9b975208db375b","d4fc4aa65f6670f7fea6862f27084fbc","0"
"6","0","windows_ie","183","191","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","15","windows_chrome","183","184","3","dd4270481b753dde29898e27c7c03920","Ent_F_Rectangle","300","250","Na","Na","70","12622","null","0"
"2","16","windows_ie","80","82","2","null","3798717662","250","250","2","0","4","798b2d49952d77f1eace9f23c210d0b5","0f951a030abdaedd733ee8d114ce2944","0"
"0","15","windows_ie","201","207","1","trqRTJubX5scFsf","mm_14539978_2071324_8463350","300","250","1","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"1","2","windows_chrome","216","217","2","fdae6842bdadadac7e1acebac6ca9fd9","652625647","250","250","OtherView","Na","5","7321","null","0"
"5","18","windows_chrome","183","184","2","trqRTuMJM9xRwMsr5SqfNX","619832219","728","90","2","0","5","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"5","19","windows_ie","183","184","1","trqRTJubX5scFsf","mm_14539978_2071324_8355258","300","250","1","1","0","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"3","0","windows_ie","216","217","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"2","15","windows_chrome","146","161","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"6","22","windows_chrome","80","83","2","trqRTuNWGq591m58uG","1927993113","300","250","1","0","5","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"3","1","windows_ie","216","219","3","ersbQv1RdoTy1m58uG","Sports_NBA_Width1A","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"5","15","windows_ie","1","1","3","a0d5ca0e94412540dd31acbd5b991fb3","discuz_18316225_004","728","90","Na","Na","20","12627","null","0"
"6","9","windows_ie","3","9","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","21","windows_chrome","40","51","3","3043163ba84753b4b51dd3290caeae67","News_Width4","1000","90","Na","Na","50","10734","null","0"
"6","15","windows_ie","308","316","1","5OC-q5uvgN171m58uG","mm_10024662_3445902_11178374","336","280","2","1","0","4400bf8dea968a0068824792fd336c4c","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","23","windows_chrome","216","234","3","31xSTvprdN1RFt","Ent_F_bottom_Width","1000","90","0","0","20","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","10","windows_ie","40","42","2","trqRTJz7OykI1m58uG","913318650","728","90","1","0","5","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"0","14","windows_chrome","216","223","1","trqRTuNEB9q0jqKbu-","mm_12724580_1782554_11161949","160","600","2","1","0","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"6","12","windows_ie","216","217","3","740200eac37181bf76dc01564d6f37a2","ALLINONE_F_Width1","1000","90","Na","Na","70","7336","null","0"
"2","16","windows_ie","216","219","2","null","759741697","336","280","2","0","5","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"0","9","windows_ie","65","69","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","14","windows_ie","1","1","1","trqRTummPvas1m58uG","mm_10058411_2865562_9929053","300","250","2","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","16","windows_ie","40","41","3","kK1gq61NdoTy1m58uG","ALLINONE_F_Width2","1000","90","0","0","50","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"4","21","windows_chrome","216","230","1","trqRTJkrXTq8wTK4wJB","mm_12990852_3067164_11030467","300","250","2","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","17","windows_ie","276","280","1","lsxvGpuvjZqo1mKYUV","mm_30232185_2681382_11214910","360","300","0","1","0","6b9331e0f0dbbfef42c308333681f0a3","4f8e1c55abc204c2c8f1296dbc223af3","0"
"6","18","windows_ie","94","97","1","trqRTJz7P9T4wTKbuKz","mm_31490035_2989693_10122943","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","12","windows_ie","216","216","2","13625cb070ffb306b425cd803c4b7ab4","3270950171","300","250","OtherView","Na","62","10722","null","0"
"1","20","windows_ie","80","87","1","5F97t5E0BTK7XhNrUMpENpn","mm_10027070_118039_10308280","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"6","3","windows_ie","124","126","1","trqRTvFoMNmIFY5SaMpENpn","mm_10029307_121417_10790029","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","11","windows_ie","106","116","2","trqRTuLIOeC81m58uG","633766290","728","90","2","0","5","4b724cd63dfb905ebcd54e64572c646d","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","11","windows_ie","344","345","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"6","12","windows_ie","15","18","1","trqRTummPvas1m58uG","mm_10058411_2865562_9929053","300","250","2","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"0","1","windows_chrome","216","219","3","740200eac37181bf76dc01564d6f37a2","Finance_F_Upright","300","250","Na","Na","50","7323","null","0"
"6","17","windows_chrome","216","217","2","7b4dd68075148dd8030ccfb5ef0338b1","1402329189","200","200","OtherView","Na","4","7319","null","0"
"5","2","windows_chrome","216","219","3","5F1RQS9rg5scFsf","News_Pic_Width2","960","90","0","0","50","e049ebe262e20bed5f9b975208db375b","d4fc4aa65f6670f7fea6862f27084fbc","0"
"0","22","windows_ie","55","56","2","trqRTvd9Q9sf1mKYUV","2229231492","336","280","2","0","5","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"2","11","windows_ie","65","67","1","trqRTuNoGTlyDok4JKTI","mm_10848886_2920209_10269663","950","90","1","1","0","fa8f0532dd5144b5fa748459e8d90b49","0f951a030abdaedd733ee8d114ce2944","0"
"5","12","windows_chrome","164","165","2","3KxwTv1cQoq81m58uG","2560300525","300","250","0","0","5","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"2","15","windows_chrome","216","217","1","20fc675468712705dbf5d3eda94126da","mm_10982364_973726_8930541","300","250","FourthView","Na","0","7323","null","0"
"1","22","windows_ie","359","360","2","trqRTuTJBqSo1m58uG","2575460527","300","250","0","0","4","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"4","18","windows_maxthon","106","107","1","9f7914457bb1be2b38ab600b95de7351","mm_10841528_872075_9002455","300","250","Na","Na","0","10722","null","0"
"5","13","windows_ie","94","95","3","79a8816bf916f6e761143c4f8a826fd","Finance_GGCX_F_GPJJ_ZQ1","180","600","Na","Na","20","12615","null","0"
"6","0","windows_ie","124","128","1","trqRTJuIQqz7gspy","mm_30646014_3428401_11178339","300","250","1","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"3","23","windows_chrome","80","80","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","21","windows_ie","275","275","1","trqRTudJMNSvFsC4JKTI","mm_10024662_3436146_11141133","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"0","20","windows_chrome","15","16","2","trqRTuMvjTN7X9KbuKz","1074451248","728","90","0","0","148","7184c9560e68e977187e67e45a4f3198","0f951a030abdaedd733ee8d114ce2944","0"
"5","4","windows_ie","124","125","2","430a8f2ffef8fba5c6e5add1aec09c33","1295265083","300","250","FirstView","Na","5","10722","null","0"
"4","16","windows_ie","146","159","1","5F97t5E0BTK7XhNrUMpENpn","mm_10027070_118039_9659846","728","90","2","1","0","4b724cd63dfb905ebcd54e64572c646d","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","19","windows_chrome","15","23","2","da19f9802cd78a3c0f472c464c05013f","3175797632","120","600","OtherView","Na","180","10723","null","0"
"4","13","windows_ie","368","369","3","DDTSQuf0MTTNaqKIvMpENpn","Astro_F_Width1","1000","90","0","0","10","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","9","windows_ie","216","233","2","65555738cbd94a1c2d39b210241ee286","811575635","728","90","OtherView","Na","5","10719","null","0"
"5","23","android_safari","276","277",,"null","1","320","50","FirstView","Na","7","12987","null","0"
"1","23","windows_ie","80","85","4","51bd24c0cdd8d076b44125eb461eb457","9223372032560881854","960","90","FirstView","Na","30","10717","null","0"
"1","10","windows_ie","216","219","3","369fbd5dd0636d8b3e8199bf027854b1","discuz_18316225_007","120","240","Na","Na","20","7314","null","0"
"6","9","windows_ie","238","250","1","16076f675c38d669d66869a5dd41aba8","mm_10989163_978818_8968536","620","60","FirstView","Na","0","12625","null","0"
"6","11","windows_chrome","238","240","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","22","windows_chrome","238","238","3","c686bfc01abf7688c42989656316a8ea","Fashion_F_Width1","1000","90","Na","Na","20","10734","null","0"
"1","18","windows_ie","80","90","2","trqRTu1JBNNvXOB4uSFK","3813055282","160","600","2","0","5","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"6","22","windows_chrome","1","1","3","DD1SqS9rg5scFsf","Auto_Width6","960","90","0","0","10","e049ebe262e20bed5f9b975208db375b","d4fc4aa65f6670f7fea6862f27084fbc","0"
"2","9","windows_ie","3","8","2","eKMbGpf0G99f1m54","1900891732","300","250","1","0","16","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"0","8","windows_ie","40","41","2","trqRTudNBqsvDm5ovmpENpn","2527403368","728","90","2","0","5","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"3","1","windows_ie","79","79","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"1","0","windows_chrome","124","127","1","eA1XTupSMZq81YT9UDaWvpdh","mm_15191080_2147689_9068851","300","250","0","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"4","19","windows_ie","124","125","3","3FF-e59aG5syJqKbuKz","Finance_F_Rectangle","300","250","0","0","50","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"5","23","windows_ie","216","221","2","ae0d6292cd6358b31c848c635e7d3b20","2234720831","300","250","FirstView","Na","5","7323","null","0"
"5","1","windows_chrome","1","1","3","3SKoteC0gQ27gspy","Game_F_Width1","1000","90","0","0","50","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","19","windows_ie","276","296","2","trqRTu1yMI5o1m58uG","393741692","250","250","2","0","5","7097e4210dea4d69f07f0f5e4343529c","361e128affece850342293213691a043","0"
"1","22","windows_ie","201","214","1","trqRTuxJMT27gspy","mm_10032134_3463115_11268111","300","250","1","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"6","0","windows_ie","216","219","2","trqRTuMvjTN7X9KbuKz","1074451248","728","90","0","0","148","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
